,make,model,year,engine_capacity,power,fuel_type,transmission,drive_mode,price,mileage
38460,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38461,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38462,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38463,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38464,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38465,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38466,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38467,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38468,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38469,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38470,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38471,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38472,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38473,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38474,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38475,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38476,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38477,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38478,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38479,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38480,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38481,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38482,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38483,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38484,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38485,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38486,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38487,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38488,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38489,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38490,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38491,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38492,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38493,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38494,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38495,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38496,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38497,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38498,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38499,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38500,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38501,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38502,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38503,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38504,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38505,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38506,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38507,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38508,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38509,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38510,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38511,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38512,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38513,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38514,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38515,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38516,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38517,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38518,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38519,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38520,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38521,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38522,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38523,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38524,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38525,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38526,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38527,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38528,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38529,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38530,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38531,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38532,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38533,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38534,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38535,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38536,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38537,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38538,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38539,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38540,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38541,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38542,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38543,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38544,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38545,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38546,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38547,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38548,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38549,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38550,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38551,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38552,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38553,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38554,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38555,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38556,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38557,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38558,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38559,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38560,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38561,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38562,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38563,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38564,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38565,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38566,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38567,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38568,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38569,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38570,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38571,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38572,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38573,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38574,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38575,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38576,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38577,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38578,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38579,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38580,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38581,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38582,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38583,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38584,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38585,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38586,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38587,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38588,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38589,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38590,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38591,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38592,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38593,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38594,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38595,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38596,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38597,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38598,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38599,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38600,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38601,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38602,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38603,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38604,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38605,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38606,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38607,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38608,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38609,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38610,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38611,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38612,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38613,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38614,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38615,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38616,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38617,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38618,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38619,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38620,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38621,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38622,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38623,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38624,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38625,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38626,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38627,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38628,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38629,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38630,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38631,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38632,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38633,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38634,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38635,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
38636,Toyota,RAV4,2020,2.0,171,бензин,вариатор,"4WD,",3220000,1
38637,Toyota,Voxy,2013,2.0,158,бензин,вариатор,"передний,",1580000,1
38638,Mercedes-Benz,GLE,2015,3.0,333,бензин,АКПП,"4WD,",3500000,97
38639,Toyota,Voxy,2010,2.0,158,бензин,вариатор,"передний,",1450000,1
38640,Toyota,Alphard,2016,2.5,152,гибрид,вариатор,"4WD,",2700000,91
38641,Toyota,Noah,2016,2.0,152,бензин,автомат,"передний,",1799000,119
38642,Toyota,Mark,2016,2.5,203,бензин,АКПП,"задний,",1655000,78
38643,Toyota,Wish,2013,1.8,143,бензин,вариатор,"передний,",1295000,85
38644,Toyota,Esquire,2015,1.8,99,гибрид,вариатор,"передний,",1666000,1
38645,Toyota,Wish,2011,1.8,144,бензин,вариатор,"передний,",925000,153
38646,Lexus,LX570,2007,5.7,367,бензин,АКПП,"4WD,",2500000,200
38647,Toyota,Land,1994,4.5,215,бензин,АКПП,"4WD,",1400000,349
38648,Toyota,Ipsum,2003,2.4,160,бензин,АКПП,"передний,",820000,212
38649,Honda,N-WGN,2014,0.7,64,бензин,вариатор,"передний,",700000,89
38650,Daihatsu,Move,2016,0.7,52,бензин,вариатор,"передний,",535000,138
38651,Toyota,Allion,2006,1.5,109,бензин,АКПП,"передний,",620000,189
38652,Toyota,Ipsum,2004,2.4,160,бензин,АКПП,"4WD,",850000,205
38653,Toyota,Vitz,2009,1.3,87,бензин,вариатор,"передний,",490000,186
38654,Toyota,Corolla,2006,1.5,105,бензин,АКПП,"4WD,",480000,200
